FECHA,LABORATORIO,RX,TOTAL
19/11/2019,PUEBLA,2884,
19/11/2019,PUEBLA,O781,
19/11/2019,PUEBLA,O782,
19/11/2019,PUEBLA,8849,
19/11/2019,PUEBLA,2844,
19/11/2019,PUEBLA,2843,
19/11/2019,PUEBLA,2842,
19/11/2019,PUEBLA,2840,
19/11/2019,PUEBLA,2841,
19/11/2019,PUEBLA,3051,
19/11/2019,PUEBLA,2875,
19/11/2019,PUEBLA,2874,
19/11/2019,PUEBLA,2873,
19/11/2019,PUEBLA,2872,
19/11/2019,AMERICAS,5281,
19/11/2019,AMERICAS,1846,
19/11/2019,AMERICAS,1847,
19/11/2019,AMERICAS,5291,
19/11/2019,AMERICAS,6542,
19/11/2019,AMERICAS,6540,
19/11/2019,AMERICAS,6538,
19/11/2019,AMERICAS,6539,
19/11/2019,AMERICAS,6536,
19/11/2019,AMERICAS,6533,
19/11/2019,AMERICAS,6537,
19/11/2019,AMERICAS,6534,
19/11/2019,AMERICAS,6529,
19/11/2019,AMERICAS,6526,
19/11/2019,AMERICAS,6528,
19/11/2019,AMERICAS,6525,
19/11/2019,AMERICAS,6535,
19/11/2019,AMERICAS,6543,
19/11/2019,AMERICAS,6530,
19/11/2019,AMERICAS,6524,
19/11/2019,AMERICAS,6527,
19/11/2019,AMERICAS,6531,
19/11/2019,AMERICAS,6532,
19/11/2019,AMERICAS,6541,
19/11/2019,AMERICAS,7244,
19/11/2019,AMERICAS,7245,
19/11/2019,AMERICAS,6257,
19/11/2019,AMERICAS,6256,
19/11/2019,AMERICAS,1622,
19/11/2019,AMERICAS,1621,
19/11/2019,AMERICAS,189,
19/11/2019,AMERICAS,1895,
19/11/2019,AMERICAS,1894,
19/11/2019,AMERICAS,5311,
19/11/2019,AMERICAS,5355,
19/11/2019,AMERICAS,5354,
19/11/2019,ENSENADA,1466,
19/11/2019,ENSENADA,1211,
19/11/2019,ENSENADA,1231,
19/11/2019,ENSENADA,1234,
19/11/2019,ENSENADA,1209,
19/11/2019,ENSENADA,1207,
19/11/2019,ENSENADA,1208,
19/11/2019,ENSENADA,157,
19/11/2019,ENSENADA,155,
19/11/2019,ENSENADA,153,
19/11/2019,ENSENADA,151,
19/11/2019,ENSENADA,1228,
19/11/2019,ENSENADA,1237,
19/11/2019,ENSENADA,316,
19/11/2019,ENSENADA,1471,
19/11/2019,ENSENADA,472,
19/11/2019,ENSENADA,154,
19/11/2019,ENSENADA,163,
19/11/2019,ENSENADA,1206,
19/11/2019,ENSENADA,1236,
19/11/2019,ENSENADA,1235,
19/11/2019,ENSENADA,1229,
19/11/2019,ENSENADA,1210,
19/11/2019,ENSENADA,158,
19/11/2019,ENSENADA,159,
19/11/2019,ENSENADA,161,
19/11/2019,ENSENADA,1464,
19/11/2019,ENSENADA,1468,
19/11/2019,ENSENADA,1430,
19/11/2019,ENSENADA,1009,
19/11/2019,ENSENADA,1008,
19/11/2019,ENSENADA,853,
19/11/2019,ENSENADA,851,
19/11/2019,ENSENADA,852,
19/11/2019,ENSENADA,1427,
19/11/2019,ENSENADA,4810,
19/11/2019,ENSENADA,1465,
19/11/2019,ENSENADA,1103,
19/11/2019,ENSENADA,162,
19/11/2019,ENSENADA,2897,
19/11/2019,ENSENADA,2895,
19/11/2019,ENSENADA,2900,
19/11/2019,ENSENADA,2898,
19/11/2019,ENSENADA,1324,
19/11/2019,ENSENADA,1325,
19/11/2019,ENSENADA,311,
19/11/2019,ENSENADA,312,
19/11/2019,ENSENADA,1104,
19/11/2019,ENSENADA,1424,
19/11/2019,ENSENADA,314,
20/11/2019,CHAPULTEPEC,9330,
20/11/2019,CHAPULTEPEC,9344,
20/11/2019,CHAPULTEPEC,9337,
20/11/2019,CHAPULTEPEC,9332,
20/11/2019,CHAPULTEPEC,9343,
20/11/2019,CHAPULTEPEC,9336,
20/11/2019,CHAPULTEPEC,9333,
20/11/2019,CHAPULTEPEC,9335,
20/11/2019,CHAPULTEPEC,9326,
20/11/2019,CHAPULTEPEC,9322,
20/11/2019,CHAPULTEPEC,9331,
20/11/2019,CHAPULTEPEC,9327,
20/11/2019,CHAPULTEPEC,9329,
20/11/2019,CHAPULTEPEC,9325,
20/11/2019,CHAPULTEPEC,9338,
20/11/2019,CHAPULTEPEC,9341,
20/11/2019,CHAPULTEPEC,9328,
20/11/2019,CHAPULTEPEC,9324,
20/11/2019,CHAPULTEPEC,9340,
20/11/2019,CHAPULTEPEC,9323,
20/11/2019,CHAPULTEPEC,9334,
20/11/2019,CHAPULTEPEC,9339,
20/11/2019,CHAPULTEPEC,9342,
20/11/2019,PDV QUERETARO,6229,
20/11/2019,PDV QUERETARO,7255,
20/11/2019,PDV QUERETARO,6160,
20/11/2019,PDV QUERETARO,6161,
20/11/2019,PDV QUERETARO,3452,
20/11/2019,PDV QUERETARO,3451,
20/11/2019,PDV QUERETARO,6163,
20/11/2019,PDV QUERETARO,6158,
20/11/2019,PDV LEON,9266,
20/11/2019,PDV LEON,9267,
20/11/2019,PDV LEON,9356,
20/11/2019,PDV LEON,507,
20/11/2019,PDV LEON,508,
20/11/2019,TIJUANA,1784,
20/11/2019,TIJUANA,1787,
20/11/2019,TIJUANA,1780,
20/11/2019,TIJUANA,1778,
20/11/2019,TIJUANA,1782,
20/11/2019,TIJUANA,1779,
20/11/2019,TIJUANA,1781,
20/11/2019,TIJUANA,1786,
20/11/2019,TIJUANA,1783,
20/11/2019,TIJUANA,1785,
20/11/2019,TIJUANA,1848,
20/11/2019,TIJUANA,1844,
20/11/2019,TIJUANA,1846,
20/11/2019,TIJUANA,1849,
20/11/2019,TIJUANA,A48,
20/11/2019,TIJUANA,A50,
20/11/2019,TIJUANA,A56,
20/11/2019,TIJUANA,A57,
20/11/2019,TIJUANA,A62,
20/11/2019,TIJUANA,A70,
20/11/2019,TIJUANA,A72,
20/11/2019,TIJUANA,A61,
20/11/2019,TIJUANA,A63,
20/11/2019,TIJUANA,A80,
20/11/2019,TIJUANA,A88,
20/11/2019,TIJUANA,A90,
20/11/2019,TIJUANA,A108,
20/11/2019,TIJUANA,A110,
20/11/2019,TIJUANA,A112,
20/11/2019,PDV ISABEL,8854,
20/11/2019,PDV ISABEL,8853,
20/11/2019,PDV ISABEL,8852,
20/11/2019,PDV ISABEL,8856,
20/11/2019,PDV ISABEL,8855,
20/11/2019,PDV ISABEL,8858,
20/11/2019,PDV ISABEL,8857,
20/11/2019,PDV ISABEL,3318,
20/11/2019,PDV ISABEL,1670,
20/11/2019,PDV ISABEL,1671,
20/11/2019,PDV ISABEL,1672,
20/11/2019,PDV ISABEL,1673,
20/11/2019,PDV ISABEL,1649,
20/11/2019,PDV ISABEL,7751,
20/11/2019,PDV ISABEL,7154,
20/11/2019,PDV ISABEL,7156,
20/11/2019,PDV ISABEL,7155,
20/11/2019,PDV ISABEL,7153,
20/11/2019,PDV ISABEL,8826,
20/11/2019,PDV ISABEL,8827,
20/11/2019,PDV ISABEL,3491,
20/11/2019,PDV ISABEL,2467,
20/11/2019,PDV ISABEL,1633,
20/11/2019,PDV ISABEL,4822,
20/11/2019,PDV ISABEL,1637,
20/11/2019,PDV ISABEL,7827,
20/11/2019,PDV ISABEL,1669,
20/11/2019,PDV ISABEL,1668,
20/11/2019,PDV ISABEL,1656,
20/11/2019,PDV ISABEL,1657,
20/11/2019,PDV ISABEL,1658,
20/11/2019,PDV ISABEL,1659,
20/11/2019,PDV ISABEL,1660,
20/11/2019,PDV ISABEL,1661,
20/11/2019,PDV ISABEL,1662,
20/11/2019,PDV ISABEL,1663,
20/11/2019,PDV ISABEL,1665,
20/11/2019,PDV ISABEL,1666,
20/11/2019,PDV ISABEL,1667,
20/11/2019,PDV ISABEL,1648,
20/11/2019,PDV VERACRUZ,8607,
20/11/2019,PDV VERACRUZ,8601,
20/11/2019,PDV VERACRUZ,8610,
20/11/2019,PDV VERACRUZ,8606,
20/11/2019,PDV VERACRUZ,8609,
20/11/2019,PDV VERACRUZ,8613,
20/11/2019,PDV VERACRUZ,8616,
20/11/2019,PDV VERACRUZ,8618,
20/11/2019,PDV VERACRUZ,8608,
20/11/2019,PDV VERACRUZ,8617,
20/11/2019,PDV VERACRUZ,8614,
20/11/2019,PDV VERACRUZ,8612,
20/11/2019,PDV VERACRUZ,8611,
20/11/2019,PDV VERACRUZ,8615,
20/11/2019,PDV VERACRUZ,8620,
20/11/2019,PDV VERACRUZ,8604,
20/11/2019,PDV VERACRUZ,8605,
20/11/2019,PDV VERACRUZ,8619,
20/11/2019,PDV VERACRUZ,8603,
20/11/2019,PDV MEXICALI,55873,
20/11/2019,PDV MEXICALI,5863,
20/11/2019,PDV MEXICALI,5872,
20/11/2019,PDV MEXICALI,5874,
